Name,Date,Latitude,Longitude,Precipitation,Wind Gust,Cloud Cover,Relative Humidity,Solar Energy,PDSI,NDVI,Elevation,Slope,Severity_Class
Sage Fire,2019-08-27,33.463991,-116.914799,0.0,0.1987480438184663,0.11022044088176353,0.5177965173584493,0.49999999999999994,0.6891089634938499,0.19625829812914905,0.20613409415121256,0.07952805597215906,B
Long Valley Fire ,2019-08-24,39.892222,-120.029722,0.0,0.4507042253521125,0.0531062124248497,0.35713503449786443,0.42913385826771655,0.6805281605869247,0.19227519613759805,0.5256776034236804,0.10958863694236966,E
Border 10 Fire,2019-08-25,32.557546,-116.873955,0.0,0.21596244131455397,0.04609218436873747,0.6161428102069874,0.41732283464566927,0.7049505329434369,0.18551599275799638,0.1326676176890157,0.452997194513224,B
Carroll Fire,2019-08-31,37.718636,-121.657011,0.0,0.13145539906103285,0.0,0.5312671120359217,0.48031496062992124,0.7188119848978273,0.17634278817139407,0.13445078459343796,0.14862570275219167,B
Jolon Fire,2019-09-01,35.906482,-120.992914,0.0,0.1815336463223787,0.0,0.3513306319132625,0.4389763779527559,0.673267394044263,0.2447797223898612,0.14764621968616262,0.10488144759457355,B
Mines Fire,2019-09-02,37.545167,-121.596667,0.0,0.25508607198748035,0.0971943887775551,0.5966487788851168,0.44881889763779526,0.6422442103784194,0.388171394085697,0.3573466476462197,0.30427174883336117,B
Creek Fire,2019-08-31,36.40193,-119.030621,0.0,0.056338028169014065,0.0,0.4756324608476619,0.2992125984251968,0.7201320212620907,0.2978877489438745,0.09094151212553495,0.3938641849052757,D
Antelope Fire,2019-09-02,36.600167,-120.8405,0.0,0.21596244131455397,0.0,0.5560179607929034,0.20669291338582677,0.49570959854653746,0.16499698249849123,0.1579885877318117,0.02450432048434484,C
Foster Fire ,2019-09-04,36.732866,-121.39478,0.0,0.217527386541471,0.07915831663326653,0.6785675172489324,0.3661417322834646,0.6521453014448135,0.516113458056729,0.1348074179743224,0.08908916184702066,B
Glass Fire,2019-09-04,38.910498,-122.642572,0.0,0.1987480438184663,0.21442885771543083,0.5966487788851168,0.40551181102362205,0.6983498475317084,0.6312613156306578,0.19293865905848787,0.21465902339020562,B
Telephone Fire,2019-09-02,34.353667,-117.343833,0.003921568627450981,0.28951486697965567,0.2905811623246493,0.462490417259884,0.3681102362204724,0.6765676738013259,0.22148461074230533,0.4069186875891584,0.07161804106909525,B
Deer Fire,2019-09-03,37.178353,-122.07743,0.0,0.1330203442879499,0.1973947895791583,0.7262074252546272,0.2992125984251968,0.6429042915093525,0.9192516596258299,0.15834522111269614,0.5201839801056877,B
Oak Fire,2019-09-07,38.955024,-122.833831,0.0,0.39749608763693256,0.21643286573146292,0.7015660935275436,0.37598425196850394,0.7108911372242324,0.40663850331925167,0.17796005706134094,0.10839269999151191,B
Country Fire,2019-09-03,38.898915,-120.946657,0.0,0.04068857589984348,0.003006012024048096,0.30850947322308625,0.40551181102362205,0.6752475115394596,0.6109837054918528,0.20185449358059915,0.1087228676991001,B
Flood Fire ,2019-09-05,38.017138,-120.945044,0.0,0.1987480438184663,0.0,0.3984229547694667,0.1830708661417323,0.6897690446247831,0.22510561255280628,0.0442225392296719,0.05835492563140807,B
Bailey Fire,2019-09-10,33.496633,-116.631106,0.0,0.380281690140845,0.09218436873747494,0.35669696637827186,0.37598425196850394,0.6547855000709434,0.2648159324079662,0.44222539229671903,0.08486153371869465,B
Duzel Fire,2019-09-07,41.512917,-122.740333,0.0,0.36306729264475734,0.028056112224448895,0.41747891797174463,0.32086614173228345,0.5207921149827842,0.5608931804465902,0.5834522111269614,0.33296811413291966,B
Stuhr Fire ,2019-09-11,37.32585,-121.110146,0.0,0.21596244131455397,0.0,0.5413426787865514,0.33070866141732286,0.6396040117522895,0.21182860591430294,0.04172610556348074,0.12134633546503207,C
Redwood Fire,2019-09-12,33.854597,-117.270144,0.0,0.2801251956181533,0.0,0.5441901215639033,0.39370078740157477,0.6851486026058539,0.1884127942063971,0.1965049928673324,0.030677186163974097,B
Forbestown Fire,2019-09-06,39.470333,-121.412333,0.0,0.11267605633802813,0.002004008016032064,0.44431059029679126,0.8700787401574804,0.6633664288754714,0.3031985515992758,0.23002853067047074,0.060738488937244,B
Bridge Fire,2019-09-13,37.492002,-120.401028,0.0,0.07511737089201878,0.013026052104208416,0.4347826086956523,0.3779527559055118,0.673927475175196,0.1968617984308992,0.05706134094151213,0.01534261131623115,B
McMurray Fire,2019-09-09,34.630919,-120.187368,0.0,0.3536776212832551,0.313627254509018,0.7888511663563685,0.4271653543307086,0.6864686389701175,0.4455039227519614,0.06990014265335236,0.08283450562564626,C
Kennedy Fire,2019-09-21,33.900994,-117.170588,0.0,0.23787167449139276,0.0,0.541014127696857,0.4074803149606299,0.649504976921081,0.312130356065178,0.19828815977175462,0.1028554292369524,B
Lynette Fire,2019-09-22,38.20177,-120.827386,0.0,0.06572769953051641,0.052104208416833664,0.42175008213777243,0.1417322834645669,0.6983498475317084,0.29161134580567283,0.09878744650499288,0.04962089562270227,B
Cow Fire,2019-09-24,40.612556,-122.039167,0.0,0.46948356807511726,0.0,0.2512320665863542,0.28346456692913385,0.6719472317823967,0.5745322872661436,0.15049928673323823,0.04040065039583206,B
Reservoir Fire,2019-09-21,37.467744,-121.842751,0.0,0.32550860719874797,0.05511022044088176,0.46741868360530064,0.38779527559055116,0.6435643726402855,0.39167169583584793,0.19900142653352354,0.41602762509911967,C
Tulloch Fire,2019-09-23,37.838333,-120.625556,0.0,0.25508607198748035,0.03406813627254509,0.4665425473661155,0.35236220472440943,0.6693070331562668,0.27833433916716954,0.08273894436519258,0.21228885880017556,B
Electra Fire,2019-09-25,38.332083,-120.67131,0.0,0.02034428794992174,0.0,0.40619866389223536,0.3464566929133858,0.7082508127004998,0.5579963789981895,0.10841654778887305,0.17136623829692973,B
Willow Fire,2019-09-25,32.87833333,-116.88,0.0,0.23787167449139276,0.3006012024048096,0.6578687985981821,0.3405511811023622,0.6877888012319836,0.31997585998793,0.07275320970042796,0.1399756779978966,B
Meadow Fire (Not a CAL FIRE incident),2019-08-02,41.43783,-120.23976,0.0,0.1987480438184663,0.0,0.30139086627970657,0.5688976377952756,0.6825082780821213,0.6901629450814726,0.7992154065620541,0.21941380440856798,C
Sycamore Fire,2019-09-07,33.9369,-117.3063,0.0,0.2863849765258215,0.0,0.43040192749972633,0.38582677165354334,0.6627063477445383,0.028123114061557028,0.19044222539229672,0.024025684198303202,C
Rams Horn Fire,2019-09-07,41.150392,-122.634108,0.0,0.36306729264475734,0.03406813627254509,0.4134267878655131,0.38582677165354334,0.6666667086325343,0.6730235365117683,0.39265335235378035,0.30638364203364493,C
R-6 Fire,2019-09-06,44.734,-120.606,0.003921568627450981,0.1815336463223787,0.1312625250501002,0.6624685138539045,0.34251968503937,0.7531353224231311,0.21870850935425465,0.44186875891583455,0.14935487372469625,C
Broder Fire,2019-09-06,36.151,-118.185,0.0,0.1987480438184663,0.05511022044088176,0.33074143029241054,0.49212598425196846,0.6184819191528401,0.5699456849728425,0.9054921540656206,0.4115137921970801,D
Lone Fire,2019-09-06,41.748,-121.056,0.0,0.3082942097026603,0.07915831663326653,0.5145110064615049,0.42913385826771655,0.6415842551450889,0.14846107423053712,0.5256776034236804,0.02565306216467712,F
Henthorne Fire,2019-09-05,40.062304,-123.222196,0.0,0.03755868544600939,0.28857715430861725,0.5438615704742089,0.41732283464566927,0.514191492519857,0.8304164152082076,0.4358059914407989,0.18601732579776198,C
Snail Fire,2019-09-01,34.71011,-119.3547,0.0,0.28951486697965567,0.23847695390781562,0.5176870003285512,0.4468503937007874,0.6877888012319836,0.23753771876885935,0.4201141226818831,0.06129024229548203,C
R-1 Fire,2019-08-28,40.593,-120.581,0.0,0.1815336463223787,0.03006012024048096,0.31978972730259564,0.42913385826771655,0.7168317415050278,0.18358479179239587,0.5859486447931527,0.23738832562831574,E
Horse Fire,2019-08-24,40.562,-120.544,0.0,0.1815336463223787,0.0,0.3752053444310591,0.4625984251968504,0.7280528689356857,0.24731442365721182,0.597360912981455,0.06241413699017433,C
R-1 Fire,2019-08-07,40.886677,-120.336977,0.0,0.32550860719874797,0.09218436873747494,0.26601686562260435,0.4744094488188976,0.829043015811606,0.12142426071213033,0.6019971469329529,0.05026051962878339,C
Sellers Fire,2019-08-07,37.968494,-121.678172,0.0,0.44287949921752723,0.004008016032064128,0.5911729273902093,0.297244094488189,0.7392739963663435,0.25238382619191313,0.024607703281027106,0.060203498764809585,B
Five Fire,2019-08-03,34.677864,-118.752395,0.0,0.3959311424100156,0.0,0.22637170079947433,0.4074803149606299,0.6620462666136051,0.39637899818949907,0.38445078459343796,0.15830592585323433,C
Caliente Fire,2019-08-01,32.575556,-117.026667,0.0,0.21596244131455397,0.4719438877755511,0.8553280035045452,0.4901574803149606,0.6587458609589395,0.2515389257694629,0.06990014265335236,0.2528668124261828,D
Mill Fire,2019-07-30,36.008889,-121.466944,0.0,0.28951486697965567,0.7755511022044088,0.74734421202497,0.5925196850393701,0.6376237683594901,0.5430295715147857,0.3388017118402283,0.41192200929777,C
Range Fire,2019-07-28,34.665699,-119.94974,0.0,0.272300469483568,0.20641282565130262,0.6621399627642099,0.5137795275590552,0.6402640928832226,0.3284248642124321,0.1818830242510699,0.2485128332639666,C
Tucker Fire,2019-07-28,41.79591,-121.260305,0.0,0.28951486697965567,0.031062124248496994,0.4044463914138649,0.49212598425196846,0.673927475175196,0.29969824984912485,0.5838088445078459,0.05037598839687777,F
Goose 2 Fire,2019-07-17,41.909,-120.306,0.0,0.25508607198748035,0.018036072144288578,0.4670901325156062,0.7992125984251969,0.6844885214749207,0.37815328907664447,0.5738231098430813,0.1038082092752403,C
Doyle Fire,2019-07-14,40.072739,-120.158273,0.0,0.39906103286384964,0.028056112224448895,0.20348264155076118,0.6023622047244095,0.7795380640700456,0.37501508750754375,0.4793152639087019,0.03663975274734811,C
Jasper Fire,2019-07-13,39.631945,-119.769881,0.0,0.35680751173708913,0.03006012024048096,0.22845252436753916,0.5413385826771654,0.7049505329434369,0.1176825588412794,0.5763195435092725,0.05024673437363429,E
Warren Fire,2019-09-30,33.703546,-117.033598,0.0,0.23317683881064158,0.08817635270541083,0.6771437958602565,0.37401574803149606,0.6396040117522895,0.32202776101388053,0.18580599144079885,0.07519674063714936,B
Chaparral Fire,2019-09-29,38.538467,-120.965105,0.015686274509803925,0.34272300469483563,0.11523046092184368,0.6289563027050707,0.3267716535433071,0.6607261043517388,0.39336149668074827,0.09201141226818829,0.06073425278158445,B
Frame Fire,2019-09-30,36.154184,-120.634179,0.0,0.4866979655712049,0.1062124248496994,0.5176870003285512,0.22834645669291337,0.55973602042462,0.40048280024140015,0.23644793152639088,0.019000907420829643,B
Dehesa Fire ,2019-09-24,32.787656,-116.806941,0.0,0.23787167449139276,0.03006012024048096,0.630599058153543,0.36023622047244097,0.6970298111674449,0.4459867229933615,0.17653352353780313,0.07444867656817433,C
Hwy Fire,2019-09-28,39.622137,-121.693472,0.0,0.36306729264475734,0.45691382765531063,0.5761690942941629,0.65748031496063,0.6904291257557161,0.2101388050694025,0.04457917261055635,0.07949441127218143,D
Bar Fire,2019-09-15,41.749667,-123.000833,0.04313725490196079,0.408450704225352,0.20140280561122245,0.4710327455919396,0.35039370078740156,0.48778881382174394,0.7834640917320459,0.2528530670470756,0.18242505002134643,B
Mountain Fire,2019-08-22,40.715556,-122.241944,0.0,0.352112676056338,0.018036072144288578,0.2958054977549009,0.4035433070866142,0.6627063477445383,0.47398913699456846,0.12303851640513552,0.02539567626556925,D
Gaines Fire,2019-08-16,37.536069,-120.177018,0.0,0.06572769953051641,0.0,0.39437082466323514,0.484251968503937,0.6838284403439876,0.22860591430295715,0.18081312410841655,0.07393565208556119,E
La Barisa Fire,2019-08-03,34.202883,-116.4449,0.0,0.36306729264475734,0.17735470941883766,0.12233052239623264,0.5196850393700787,0.7663366932465883,0.164152082076041,0.41440798858773187,0.024070416266585296,B
Community Fire,2019-07-27,41.838,-122.845,0.0,0.28951486697965567,0.45791583166332667,0.31716131858504004,0.47834645669291337,0.4574257742356348,0.45950512975256486,0.2578459343794579,0.2464380320635174,B
Tree Fire,2019-07-27,41.834366,-122.656569,0.0,0.28951486697965567,0.47394789579158314,0.30500492826634545,0.47834645669291337,0.4448845474919121,0.27942063971031983,0.30349500713266764,0.3649759067660793,B
Mare Fire,2019-09-26,38.07944444,-122.25611111,0.0,0.34272300469483563,0.029058116232464928,0.6506406746249044,0.3484251968503937,0.7095709749623662,0.436089318044659,0.03495007132667618,0.10868336180050972,B
Del Fire,2019-10-03,37.429506,-121.336465,0.0,0.14241001564945224,0.013026052104208416,0.4878983681962546,0.37401574803149606,0.6924092432509129,0.3695835847917923,0.13231098430813124,0.2845963598406764,B
Wilson Fire,2019-10-04,39.613783,-123.458782,0.0,0.272300469483568,0.0,0.4763990800569489,0.31496062992125984,0.6693070331562668,0.7348219674109837,0.18937232524964337,0.3300970576625193,B
Point Fire ,2019-10-07,37.066483,-121.219163,0.0,0.3082942097026603,0.0,0.3514401489431607,0.33661417322834647,0.6514852203138805,0.28364514182257095,0.16904422253922968,0.07891016888771647,B
Dales Fire,2019-10-07,40.314187,-122.070055,0.0,0.05164319248826289,0.004008016032064128,0.31212353520972513,0.27165354330708663,0.6514852203138805,0.516113458056729,0.0898716119828816,0.02529955615817127,B
Inghram Fire,2019-10-09,39.847708,-122.160416,0.0,0.5524256651017213,0.0,0.13875807688095504,0.33661417322834647,0.7108911372242324,0.30959565479782736,0.0456490727532097,0.05013642077820941,B
Corning Fire ,2019-10-09,39.847708,-122.1604,0.0,0.5524256651017213,0.0,0.13875807688095504,0.33661417322834647,0.7108911372242324,0.30959565479782736,0.0456490727532097,0.04599571667076346,B
Little Fire,2019-10-08,37.606,-121.853,0.0,0.13928012519561814,0.036072144288577156,0.39075676267659626,0.3228346456692913,0.673927475175196,0.26397103198551597,0.0666904422253923,0.11968341165619643,B
American Fire,2019-10-06,38.165873,-122.211671,0.0,0.25508607198748035,0.0,0.4255831781842077,0.3267716535433071,0.6976897664007753,0.2770066385033192,0.052425106990014264,0.0419122479960696,D
Eagle Fire,2019-10-10,33.827979,-117.499619,0.0,0.5039123630672926,0.33266533066132264,0.37378162304238316,0.3484251968503937,0.6699669883895973,0.23512371756185876,0.1130527817403709,0.024007548403403186,A
